_id	company_link	company_name	link	name	salary_currency	salary_max	salary_min	site
604e85e93eeab1c46b7ec513	https://hh.ru/employer/2009224	Insilico Medicine	https://hh.ru/vacancy/42706234?query=python	Back-end разработчик Python	руб.	190000	160000	https://hh.ru
604e85e93eeab1c46b7ec515	https://hh.ru/employer/1085810	ООО Знаменка Капитал	https://hh.ru/vacancy/39912622?query=python	Data Scientist / Quantitative Researcher	руб.	null	250000	https://hh.ru
604e85e93eeab1c46b7ec517	https://hh.ru/employer/2464195	ООО БОЛЬШАЯ ТРОЙКА	https://hh.ru/vacancy/42598849?query=python	Backend python/Django разработчик	руб.	200000	120000	https://hh.ru
604e85e93eeab1c46b7ec519	https://hh.ru/employer/5269376	Кан Александр Сергеевич	https://hh.ru/vacancy/42965532?query=python	Python Backend Developer	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec51b	https://hh.ru/employer/3730831	Dostavista Global	https://hh.ru/vacancy/42326397?query=python	Data Engineer	руб.	null	230000	https://hh.ru
604e85e93eeab1c46b7ec51d	https://hh.ru/employer/1320896	РусПерсонал	https://hh.ru/vacancy/43012773?query=python	Team Lead (Python, Django)	руб.	350000	250000	https://hh.ru
604e85e93eeab1c46b7ec51f	https://hh.ru/employer/3094338	Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации	https://hh.ru/vacancy/42209146?query=python	Младший компьютерный лингвист (Python)	руб.	null	120000	https://hh.ru
604e85e93eeab1c46b7ec521	https://hh.ru/employer/983624	ООО ИнфоТех	https://hh.ru/vacancy/42411532?query=python	Программист Python/JavaScript секретарь	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec523	https://hh.ru/employer/5250947	Мойте сами	https://hh.ru/vacancy/43014438?query=python	Программист-разработчик Python	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec525	https://hh.ru/employer/3995072	HASH CIB	https://hh.ru/vacancy/42886507?query=python	Junior Data Analyst	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec527	https://hh.ru/employer/4925233	ООО РНД поинт	https://hh.ru/vacancy/42676588?query=python	Python Программист разработчик	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec529	https://hh.ru/employer/66121	ВАВТ МИНЭКОНОМРАЗВИТИЯ РОССИИ	https://hh.ru/vacancy/41095804?query=python	Python разработчик	руб.	160000	100000	https://hh.ru
604e85e93eeab1c46b7ec52b	https://hh.ru/employer/1440683	Rutube	https://hh.ru/vacancy/41263186?query=python	Senior Python developer	руб.	null	200000	https://hh.ru
604e85e93eeab1c46b7ec52d	https://hh.ru/employer/3094338	Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации	https://hh.ru/vacancy/40551245?query=python	Разработчик (Python)	руб.	160000	100000	https://hh.ru
